"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"22087";2077;"";"";"Swojczycka  21 ";"linie telekomunikacyjne dalek.zasiêgu";"budowa bezobs³ugowej stacji bazowej telefonii komórkowej sieci play.";"nowe";"2015-04-23";"12856/15";"4018/15";"2015-07-31";2015;4;"2015-04-01";72;"2015_04";"Wiosna";17,1142256;51,1148745
"22088";2078;"";"";"Krucza 5 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji i stropodachu budynku mieszkalnego wielorodzinnego";"remont";"2015-05-26";"16883/15";"4021/15";"2015-08-03";2015;5;"2015-05-01";50;"2015_05";"Wiosna";17,013849;51,09442
"22089";2079;"";"";"£ódzka  30 ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"remont";"2015-05-22";"16415/15";"4024/15";"2015-08-03";2015;5;"2015-05-01";52;"2015_05";"Wiosna";17,0373959;51,089146
"22090";2080;"";"";"Krucza 3 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji i stropodachu budynku mieszkalnego wielorodzinnego";"remont";"2015-05-26";"16882/15";"4025/15";"2015-08-03";2015;5;"2015-05-01";50;"2015_05";"Wiosna";17,014028;51,0944389
"22091";2081;"";"";"PrzyjaŸni 2A ";"bud.handlowo-uslugowe";"remont i przebudowa punktu przedszkolnego";"zmiana spos.u¿ytk.";"2015-06-01";"17644/15";"4027/15";"2015-08-03";2015;6;"2015-06-01";46;"2015_06";"Lato";17,003245;51,068061
"22092";2082;"";"";"Grawerska  ";"ruroci¹gi kanalizac.sieci rozdzielczej";"budowa sieci kanalizacji sanitarnej";"nowe";"2015-06-18";"19784/15";"4030/15";"2015-08-03";2015;6;"2015-06-01";33;"2015_06";"Lato";17,0128122;51,173463
"22093";2083;"";"";"Gliniana  62-64 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku wielorodzinnego.";"remont";"2015-06-23";"20450/15";"4032/15";"2015-08-03";2015;6;"2015-06-01";30;"2015_06";"Lato";17,042787;51,0913169
"22094";2084;"";"";"Tomaszowska 9 ";"bud.o trzech i wiêcej mieszkaniach";"termomodernizacja budynku mieszkalnego wielorodzinnego.";"remont";"2015-05-22";"16414/15";"4034/15";"2015-08-03";2015;5;"2015-05-01";52;"2015_05";"Wiosna";17,038552;51,0900879
"22095";2085;"";"";"Wyszyñskiego Stefana Kardyna³a  70  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej,c.o. i ciep³ej wody w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-07-06";"22125/15";"4035/15";"2015-08-03";2015;7;"2015-07-01";21;"2015_07";"Lato";17,050908;51,1186469
"22096";2086;"";"";"D¹bska Aleja  ";"bud.kultu religijnego i czynnoœci religijnych";"remont œcian zrêbowych drewnianego koœcio³a.";"remont";"2015-07-15";"23368/15";"4039/15";"2015-08-03";2015;7;"2015-07-01";14;"2015_07";"Lato";17,0817232;51,1089598
"22097";2087;"";"";"Fabryczna 22B ";"bud.przemys³owe";"monta¿ zadaszenia na budynku przemys³owym.";"przebudowa";"2015-07-10";"22814/15";"4040/15";"2015-08-03";2015;7;"2015-07-01";17;"2015_07";"Lato";16,9797081;51,109551
"22098";2088;"";"";"Wolnoœci Plac  9A ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku mieszkalnym wielorodzinnym.";"przebudowa";"2015-06-05";"18305/15";"4041/15";"2015-08-03";2015;6;"2015-06-01";42;"2015_06";"Lato";17,0271931;51,1077952
"22099";2089;"";"";"Curie-Sk³odowskiej Marii  36 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku mieszkalnym wielorodzinnym.";"przebudowa";"2015-07-01";"21682/15";"4042/15";"2015-08-03";2015;7;"2015-07-01";24;"2015_07";"Lato";17,0625967;51,1107421
"22100";2090;"";"";"Grudzi¹dzka 116 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-07-03";"21961/15";"4045/15";"2015-08-03";2015;7;"2015-07-01";22;"2015_07";"Lato";17,076733;51,137612
"22101";2091;"";"";"  ";"bud.o trzech i wiêcej mieszkaniach";"odmowa uchylenia dec nr 6409/13";"nowe";"2013-10-18";"33414/13";"4047/15";"2015-08-03";2013;10;"2013-10-01";467;"2013_10";"Jesieñ";17,0385376;51,1078852
"22102";2092;"";"";"Frycza-Modrzewskiego Andrzeja 2 ";"bud.muzeów i bibliotek";"przebudowa i remont pomieszczeñ w muzeum";"przebudowa";"2015-07-10";"23040/15";"4048/15";"2015-08-03";2015;7;"2015-07-01";17;"2015_07";"Lato";17,0428449;51,109495
"22103";2093;"";"";"Krucza 7 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji budynku mieszklanego wielorodzinnego";"remont";"2015-05-26";"16884/15";"4049/15";"2015-08-03";2015;5;"2015-05-01";50;"2015_05";"Wiosna";17,013658;51,094398
"22104";2094;"";"";"Matejki Jana Aleja  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wnêtrza podwórzowego wraz  z bud. kanaliz.deszczowej z przy³¹czem,inst. elektryczn¹,oœwietlenia";"przebudowa";"2015-04-13";"11517/15";"4050/15";"2015-08-03";2015;4;"2015-04-01";81;"2015_04";"Wiosna";17,0492116;51,1169089
"22105";2095;"";"";"Krucza  13 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji i stropodachu budynku mieszkalnego wielorodzinnego";"remont";"2015-05-26";"16881/15";"4051/15";"2015-08-03";2015;5;"2015-05-01";50;"2015_05";"Wiosna";17,013143;51,0943449
"22106";2096;"";"";"Cybulskiego Wojciecha  36 ";"linie elektroener.i telekom.rozdzielcz.";"budowa sieci elektroenergetycznej wewnêtrznej dla zasilania przewo¿nej pompy ciek³ego azotu";"nowe";"2015-06-09";"18617/15";"4052/15";"2015-08-03";2015;6;"2015-06-01";40;"2015_06";"Lato";17,0286923;51,1161437
"22107";2097;"";"";"Mongolski Plac 1  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-06-26";"20891/15";"4054/15";"2015-08-04";2015;6;"2015-06-01";28;"2015_06";"Lato";17,0822307;51,0606356
"22108";2098;"";"";"Strachociñska  52 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2015-05-11";"14850/15";"4055/15";"2015-08-04";2015;5;"2015-05-01";62;"2015_05";"Wiosna";17,139001;51,1093819
"22109";2099;"";"";"Wilkszyñska  ";"bud.mieszkalne jednorodzinne";"odmowa.";"nowe";"2015-06-16";"19548/15";"4058/15";"2015-08-04";2015;6;"2015-06-01";36;"2015_06";"Lato";16,8830462;51,1749656
"22110";2100;"";"";"Hoene-Wroñskiego Józefa Marii  17 ";"bud.o trzech i wiêcej mieszkaniach";"remont wschodniej elewacji budynku mieszkalnego";"remont";"2015-06-03";"18098/15";"4060/15";"2015-08-04";2015;6;"2015-06-01";45;"2015_06";"Lato";17,0559924;51,1081235
"22111";2101;"";"";"Konwaliowa  16 ";"bud.handlowo-uslugowe";"budowa 2 budynków wystawowych ekspozycji motoryzacyjnej";"nowe";"2015-07-06";"22082/15";"4062/15";"2015-08-04";2015;7;"2015-07-01";22;"2015_07";"Lato";17,112566;51,174169
"22112";2102;"";"";"Budziszyñska  17 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-06-08";"18344/15";"4067/15";"2015-08-04";2015;6;"2015-06-01";42;"2015_06";"Lato";16,962287;51,1140599
"22113";2103;"";"";"Powstañców Warszawy Plac 5 ";"obiekty kulturalne ogólnodostêpne";"przebudowa czêœci pomieszczeñ parteru i 1piêtra budynku. zmiana funkcji pomieszczeñ i wzmocnienie konstrukcji stropu nad holem wejœciowym.";"przebudowa";"2015-07-16";"23590/15";"4071/15";"2015-08-04";2015;7;"2015-07-01";14;"2015_07";"Lato";17,0476282;51,1108796
"22114";2104;"";"";"Robotnicza  ";"zbiorniki,silosy i bud.magazynowe";"rozbudowa istniej¹cej hali magazynowej";"rozbudowa";"2013-12-23";"40663/13";"4072/15";"2015-08-04";2013;12;"2013-12-01";422;"2013_12";"Zima";17,0015052;51,1116155
"22115";2105;"";"";"Wiêckowskiego Stanis³awa  23 ";"bud.o trzech i wiêcej mieszkaniach";"wykonanie wewnêtrznej instalacji gazowej w lokalu mieszkalnym.";"inst.wewnêtrzna";"2015-07-16";"23497/15";"4073/15";"2015-08-04";2015;7;"2015-07-01";14;"2015_07";"Lato";17,0524944;51,0981532
"22116";2106;"";"";"JeŸdziecka 4A ";"bud.handlowo-uslugowe";"umorzenie";"nowe";"2014-12-22";"41179/14";"4074/15";"2015-08-04";2014;12;"2014-12-01";162;"2014_12";"Zima";16,9940948;51,0627791
"22117";2107;"";"";"  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej napiêcia w rejonie wraz ze z³¹czami kablowymi dla zasilania zespo³u budynków mieszkalnych.";"nowe";"2015-06-25";"20715/15";"4076/15";"2015-08-04";2015;6;"2015-06-01";29;"2015_06";"Lato";17,0385376;51,1078852
"22118";2108;"";"";"Norwida Cypriana Kamila  29-31 ";"bud.szkó³ i instytucji badawczych";"przebudowa klatek schodowych";"przebudowa";"2015-06-30";"21458/15";"4078/15";"2015-08-04";2015;6;"2015-06-01";26;"2015_06";"Lato";17,0645206;51,1119157
"22119";2109;"";"";"Chudoby Stanis³awa 3  ";"bud.o trzech i wiêcej mieszkaniach";"wykonanie wewnêtrznej instalacji gazowej w lokalu mieszklanym.";"inst.wewnêtrzna";"2015-07-16";"23491/15";"4079/15";"2015-08-04";2015;7;"2015-07-01";14;"2015_07";"Lato";17,0542217;51,0974122
"22120";2110;"";"";"Mazepy  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazoci¹gu niskiego ciœnienia wraz z przy³¹czem gazu niskiego ciœnienia do dwóch budynków jednorodzinnych, wolnostoj¹cych, dwulokalowych.";"nowe";"2015-06-24";"20506/15";"4082/15";"2015-08-04";2015;6;"2015-06-01";30;"2015_06";"Lato";17,1213961;51,1394526
"22121";2111;"";"";"Maczka Stanis³awa Genera³a  39  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w zabudowie wielorodzinnej";"rozbudowa";"2015-06-02";"17788/15";"4083/15";"2015-08-04";2015;6;"2015-06-01";46;"2015_06";"Lato";17,0102229;51,0559975
"22122";2112;"";"";"Worcella Stanis³awa  15 ";"bud.o trzech i wiêcej mieszkaniach";"wykonanie wewnêtrznej instalacji gazowej w lokalu mieszkalnym.";"inst.wewnêtrzna";"2015-07-16";"23635/15";"4085/15";"2015-08-04";2015;7;"2015-07-01";14;"2015_07";"Lato";17,0448857;51,1038673
"22123";2113;"";"";"Jackowskiego Maksymiliana  45 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej";"przebudowa";"2015-06-02";"17825/15";"4086/15";"2015-08-04";2015;6;"2015-06-01";46;"2015_06";"Lato";17,1090916;51,1042219
"22124";2114;"";"";"Rynek  22 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku mieszkalno-us³ugowym.";"przebudowa";"2015-07-03";"21994/15";"4093/15";"2015-08-05";2015;7;"2015-07-01";24;"2015_07";"Lato";17,0318601;51,1092028
"22125";2115;"";"";"Wysockiego Piotra  11 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazowej w budynku mieszkalnym jednorodzinnym";"inst.wewnêtrzna";"2015-07-24";"24522/15";"4099/15";"2015-08-05";2015;7;"2015-07-01";9;"2015_07";"Lato";17,0988396;51,1128915
"22126";2116;"";"";"Kminkowa  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazoci¹gu œredniego ciœnienia w ulicy wraz z przy³¹czem gazu dla budynku";"nowe";"2015-06-23";"20371/15";"4103/15";"2015-08-05";2015;6;"2015-06-01";32;"2015_06";"Lato";17,0009094;51,1783728
"22127";2117;"";"";"Je¿owska  43 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2014-12-03";"38971/14";"4104/15";"2015-08-05";2014;12;"2014-12-01";176;"2014_12";"Zima";16,9058569;51,1457819
"22128";2118;"";"";"£ukowska  42 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2015-06-26";"20860/15";"4109/15";"2015-08-05";2015;6;"2015-06-01";29;"2015_06";"Lato";16,9227404;51,1659595
"22129";2119;"";"";"Sucha  ";"ruroci¹gi kanalizac.sieci rozdzielczej";"przebudowa sieci kanalizacji ogólnosp³awnej.";"przebudowa";"2015-06-26";"21023/15";"4110/15";"2015-08-05";2015;6;"2015-06-01";29;"2015_06";"Lato";17,0371892;51,0970513
"22130";2120;"";"";"Krêpicka 42A ";"bud.handlowo-uslugowe";"umorzenie";"przebudowa";"2015-06-29";"21153/15";"4111/15";"2015-08-05";2015;6;"2015-06-01";28;"2015_06";"Lato";16,8618609;51,1497199
"22131";2121;"";"";"Szewczenki Tarasa 1 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu dla budynku mieszkalnego z czêœci¹ us³ugow¹.";"inst.wewnêtrzna";"2015-07-02";"21778/15";"4116/15";"2015-08-05";2015;7;"2015-07-01";25;"2015_07";"Lato";17,1235678;51,1414173
"22132";2122;"";"";"Pr¹dzyñskiego Ignacego Gen.  36 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym.";"inst.wewnêtrzna";"2015-07-20";"23887/15";"4117/15";"2015-08-05";2015;7;"2015-07-01";13;"2015_07";"Lato";17,049306;51,0983372
"22133";2123;"";"";"Rostafiñskiego Józefa 9 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu handlowego wraz ze zmian¹ sposobu u¿ytkowania na gabinet pedologii i refleksoterapii w budynku mieszkalnym wielorodzinnym.";"zmiana spos.u¿ytk.";"2015-06-01";"17765/15";"4118/15";"2015-08-05";2015;6;"2015-06-01";48;"2015_06";"Lato";17,0342652;51,1198519
"22134";2124;"";"";"Rajska  69 ";"bud.handlowo-uslugowe";"przebudowa czêœci budynku us³ugowo-biurowego na przedszkole";"przebudowa";"2015-07-24";"24608/15";"4119/15";"2015-08-06";2015;7;"2015-07-01";10;"2015_07";"Lato";16,8978429;51,141659
"22135";2125;"";"";"Kosynierów Gdyñskich 10A ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego, w wielorodzinnym budynku mieszkalnym.";"przebudowa";"2015-05-25";"16797/15";"4121/15";"2015-08-06";2015;5;"2015-05-01";54;"2015_05";"Wiosna";17,093346;51,1107779
"22136";2126;"";"";"Dobra  12 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i centralnego ogrzewania w lokalu mieszkalnym, w budynku wielorodzinnym.";"inst.wewnêtrzna";"2015-07-09";"22658/15";"4122/15";"2015-08-06";2015;7;"2015-07-01";21;"2015_07";"Lato";17,015572;51,111759
"22137";2127;"";"";"Bujwida Odona  43 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i centralnego ogrzewania w lokalu mieszkalnym, w budynku wielorodzinnym.";"inst.wewnêtrzna";"2015-07-07";"22335/15";"4126/15";"2015-08-06";2015;7;"2015-07-01";23;"2015_07";"Lato";17,067564;51,116594
"22138";2128;"";"";"Hallera Józefa Gen. Aleja 106  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-07-22";"24311/15";"4128/15";"2015-08-06";2015;7;"2015-07-01";12;"2015_07";"Lato";16,9925125;51,0901135
"22139";2129;"";"";"Zau³ek Rogoziñski  11 ";"bud.o trzech i wiêcej mieszkaniach";"remont œcian zewnêtrznych elewacyjnych budynku mieszkalnego wielorodzinnego w zakresie naprawy tynków strukturalnych i wymalowania.";"remont";"2015-06-09";"18537/15";"4129/15";"2015-08-06";2015;6;"2015-06-01";43;"2015_06";"Lato";17,029618;51,1410379
"22140";2130;"";"";"Grodzieñska  ";"ruroci¹gi kanalizac.sieci rozdzielczej";"budowa sieci kanalizacji deszczowej dla odwodnienia ulicy";"nowe";"2015-06-24";"20594/15";"4130/15";"2015-08-06";2015;6;"2015-06-01";32;"2015_06";"Lato";17,1349991;51,1389809
"22141";2131;"";"";"Jesionowa  32  ";"bud.o trzech i wiêcej mieszkaniach";"wykonanie wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-07-20";"23928/15";"4131/15";"2015-08-06";2015;7;"2015-07-01";14;"2015_07";"Lato";17,050798;51,08712
"22142";2132;"";"";"Chiñska  1B ";"bud.o trzech i wiêcej mieszkaniach";"wykonanie remontu wewnêtrznej instalacji gazowej w czêœci wspólne budynku wielorodzinnego";"inst.wewnêtrzna";"2015-07-30";"25208/15";"4132/15";"2015-08-06";2015;7;"2015-07-01";6;"2015_07";"Lato";17,08284;51,060266
"22143";2133;"";"";"Mickiewicza Adama  97 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i centralnego ogrzewania w lokalu mieszklanym, w budynku wielorodzinnym.";"inst.wewnêtrzna";"2015-07-17";"23653/15";"4133/15";"2015-08-06";2015;7;"2015-07-01";15;"2015_07";"Lato";17,103562;51,1133861
"22144";2134;"";"";"Pirenejska  ";"bud.mieszkalne jednorodzinne";"budowa zespo³u oœmiu budynków mieszkalnych jednorodzinnych w zabudowie bli¿niaczej z gara¿em podziemnym";"nowe";"2015-06-24";"20510/15";"4134/15";"2015-08-06";2015;6;"2015-06-01";32;"2015_06";"Lato";17,0370761;51,0726057
"22145";2135;"";"";"W¹sowicza Józefa  18 ";"bud.o dwóch mieszkaniach";"budowa jednorodzinnego budynku mieszkalnego, wolno stoj¹cego.";"nowe";"2015-06-23";"20304/15";"4135/15";"2015-08-06";2015;6;"2015-06-01";33;"2015_06";"Lato";16,8748665;51,1613998
"22146";2136;"";"";"Œwinoujska  23 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazu w budynku.";"inst.wewnêtrzna";"2015-06-24";"20575/15";"4137/15";"2015-08-06";2015;6;"2015-06-01";32;"2015_06";"Lato";16,945113;51,123829
"22147";2137;"";"";"Wojrowicka  16 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-06-30";"21430/15";"4139/15";"2015-08-06";2015;6;"2015-06-01";28;"2015_06";"Lato";16,9595689;51,114042
"22148";2138;"";"";"Osiniecka 66 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-06-03";"18067/15";"4141/15";"2015-08-06";2015;6;"2015-06-01";47;"2015_06";"Lato";16,8970522;51,1209903
"22149";2139;"";"";"Boles³awa Chrobrego  28 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-06-25";"20789/15";"4144/15";"2015-08-06";2015;6;"2015-06-01";31;"2015_06";"Lato";17,034306;51,123044
"22150";2140;"";"";"Tomaszowska  19 ";"bud.o trzech i wiêcej mieszkaniach";"wykonanie wewnêtrznej instalacji gazowej w lokalu mieszkalnym, w budynku wielorodzinnym.";"inst.wewnêtrzna";"2015-07-17";"23656/15";"4145/15";"2015-08-06";2015;7;"2015-07-01";15;"2015_07";"Lato";17,038607;51,089044
"22151";2141;"";"";"Olszewskiego Karola 9 ";"bud.gara¿y";"rozbudowa budynku gospodarczego o gara¿ dwustanowiskowy";"rozbudowa";"2015-04-10";"11324/15";"4146/15";"2015-08-06";2015;4;"2015-04-01";85;"2015_04";"Wiosna";17,0929362;51,1032574
"22152";2142;"";"";"Liliowa 2  ";"bud.mieszkalne jednorodzinne";"budowa przy³¹cza wodoci¹gowego i kanalizacji sanitarnej dla budynku mieszkalnego jednorodzinnego";"przy³¹cze";"2015-06-10";"18853/15";"4149/15";"2015-08-07";2015;6;"2015-06-01";43;"2015_06";"Lato";17,108866;51,167457
"22153";2143;"";"";"Krucza  ";"ulice i drogi pozosta³e";"przebudowa pasa drogowego wraz z budow¹ zjazdu i przebudow¹ niezbêdnej infrastruktury technicznej.";"przebudowa";"2015-06-24";"20681/15";"4150/15";"2015-08-07";2015;6;"2015-06-01";33;"2015_06";"Lato";17,0056778;51,0934384
"22154";2144;"";"";"Rymarska  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków mieszkalnych wielorodzinnych z gara¿em podziemnym";"nowe";"2015-06-29";"21237/15";"4151/15";"2015-08-07";2015;6;"2015-06-01";30;"2015_06";"Lato";16,9929591;51,0813384
"22155";2145;"";"";"Pretficza Bernarda  49 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa klatek schodowych budynku mieszkalnego wielorodzinnego.";"przebudowa";"2015-07-07";"22413/15";"4153/15";"2015-08-07";2015;7;"2015-07-01";24;"2015_07";"Lato";17,0058304;51,0926819
"22156";2146;"";"";"Krucza  70 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa klatek schodowych w budynku mieszkalnym wielorodzinnym";"przebudowa";"2015-07-07";"22416/15";"4154/15";"2015-08-07";2015;7;"2015-07-01";24;"2015_07";"Lato";17,008256;51,09317
"22157";2147;"";"";"Pretficza Bernarda  51 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa klatek schodowych budynku mieszklanego wielorodzinnego.";"przebudowa";"2015-07-07";"22414/15";"4155/15";"2015-08-07";2015;7;"2015-07-01";24;"2015_07";"Lato";17,0052139;51,0926847
"22158";2148;"";"";"Pretficza Bernarda  53 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa klatek schodowych w budynku mieszkalnym wielorodzinnym";"przebudowa";"2015-07-07";"22415/15";"4156/15";"2015-08-07";2015;7;"2015-07-01";24;"2015_07";"Lato";17,0046284;51,0926592
"22159";2149;"";"";"Brodzka  ";"ruroci¹gi kanalizac.sieci rozdzielczej";"budowa odcinka sieci kanalizacji sanitarnej.";"nowe";"2015-06-12";"19031/15";"4157/15";"2015-08-07";2015;6;"2015-06-01";41;"2015_06";"Lato";16,9169143;51,1671142
"22160";2150;"";"";"Krawiecka 6-8  ";"bud.handlowo-uslugowe";"przebudowa cz.budynku polegaj¹ca na po³aczeniu 2 lokali biurowych nr 1 i 3 w jeden lokal us³ugowy (salon urody)";"przebudowa";"2015-05-21";"16271/15";"4161/15";"2015-08-07";2015;5;"2015-05-01";57;"2015_05";"Wiosna";17,037281;51,108447
"22161";2151;"";"";"Dembowskiego Edwarda  ";"ruroci¹gi gazu sieci rozdzielczej";"przebudowa stacji redukcyjnej gazu ii";"przebudowa";"2015-06-29";"21245/15";"4163/15";"2015-08-07";2015;6;"2015-06-01";30;"2015_06";"Lato";17,0969998;51,1063701
"22162";2152;"";"";"Traugutta Romualda Gen.  58 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"inst.wewnêtrzna";"2015-07-15";"23447/15";"4165/15";"2015-08-07";2015;7;"2015-07-01";18;"2015_07";"Lato";17,0495199;51,1041121
"22163";2153;"";"";"Walecznych  16 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu dla lokalu mieszkalnego";"inst.wewnêtrzna";"2015-06-10";"18873/15";"4166/15";"2015-08-07";2015;6;"2015-06-01";43;"2015_06";"Lato";17,059869;51,1195479
"22164";2154;"";"";"Traugutta Romualda Gen.  67 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu, centralnego ogrzewania i wodoci¹gowej w lokalu mieszkalnym, w budynku wielorodzinnym.";"inst.wewnêtrzna";"2015-07-22";"24289/15";"4173/15";"2015-08-07";2015;7;"2015-07-01";13;"2015_07";"Lato";17,0497003;51,1029164
"22165";2155;"";"";"Drzewieckiego Stefana  61";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji frontowej wraz z dociepleniem kondygnacji przyziemia budynku mieszkalnego wielorodzinnego.";"remont";"2015-07-17";"23648/15";"4174/15";"2015-08-07";2015;7;"2015-07-01";16;"2015_07";"Lato";16,9660989;51,1231914
"22166";2156;"";"";"Hynka Franciszka 2 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji frontowej wraz z dociepleniem kondygnacji przyziemia budynku mieszkalnego wielorodzinnego";"remont";"2015-07-17";"23647/15";"4175/15";"2015-08-07";2015;7;"2015-07-01";16;"2015_07";"Lato";16,9616999;51,1228356
