"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"24099";466;"";"";"Wilgowa  21 ";"bud.mieszkalne jednorodzinne";"montaz wewnetrznej instalacji gazu w budynku";"inst.wewnêtrzna";"2016-02-23";"5632/16";"888/16";"2016-02-26";2016;2;"2016-02-01";4;"2016_02";"Zima";17,0841989;51,1346069
"24100";467;"";"";"Henryka Pobo¿nego 6 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"remont";"2016-01-29";"2731/16";"893/16";"2016-02-26";2016;1;"2016-01-01";21;"2016_01";"Zima";17,0397019;51,120593
"24101";468;"";"";"Zau³ek Rogoziñski 11 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";" ÿÿ";"2015-12-08";"40289/15";"895/16";"2016-02-26";2015;12;"2015-12-01";59;"2015_12";"Zima";17,029618;51,1410379
"24102";469;"";"";"Oleœnicka  16 ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"remont";"2015-11-05";"36769/15";"897/16";"2016-02-26";2015;11;"2015-11-01";82;"2015_11";"Jesieñ";17,045294;51,1212325
"24103";470;"";"";"Bujwida Odona  36-38 ";"ulice i drogi pozosta³e";"zagospodarowanie terenu kampusu ""f"" politechniki wroc³awskiej";"nowe";"2015-12-15";"41206/15";"902/16";"2016-02-26";2015;12;"2015-12-01";54;"2015_12";"Zima";17,0667319;51,116645
"24104";471;"";"";"Jednoœci Narodowej 161 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-02-01";"2990/16";"904/16";"2016-02-26";2016;2;"2016-02-01";20;"2016_02";"Zima";17,0476509;51,1261189
"24105";472;"";"";"Têczowa  85 ";"linie elektroener.i telekom.rozdzielcz.";"budowa kontenerowej stacji trafo";"nowe";"2016-01-25";"2162/16";"905/16";"2016-02-26";2016;1;"2016-01-01";25;"2016_01";"Zima";17,0071144;51,1043125
"24106";473;"";"";"Drzewieckiego Stefana  48 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie budynku wielorodzinnego";"remont";"2016-02-10";"4097/16";"906/16";"2016-02-26";2016;2;"2016-02-01";13;"2016_02";"Zima";16,9678678;51,1238093
"24107";474;"";"";"Miêdzyleska  ";"ulice i drogi pozosta³e";"przebudowa fragmentu ulicy";"przebudowa";"2015-12-23";"42177/15";"908/16";"2016-02-26";2015;12;"2015-12-01";48;"2015_12";"Zima";17,0686818;51,0795832
"24108";475;"";"";"Krzycka 72B ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-12-30";"42593/15";"911/16";"2016-02-29";2015;12;"2015-12-01";44;"2015_12";"Zima";16,9944628;51,0686166
"24109";476;"";"";"Popowicka  62 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"remont";"2016-01-14";"934/16";"912/16";"2016-02-29";2016;1;"2016-01-01";33;"2016_01";"Zima";16,995051;51,126028
"24110";477;"";"";"Têczowa  85 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych niskiego napiêcia-etap 3";"nowe";"2016-01-25";"2164/16";"913/16";"2016-02-29";2016;1;"2016-01-01";26;"2016_01";"Zima";17,0071144;51,1043125
"24111";478;"";"";"Têczowa  85 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2016-01-25";"2163/16";"916/16";"2016-02-29";2016;1;"2016-01-01";26;"2016_01";"Zima";17,0071144;51,1043125
"24112";479;"";"";"Paw³owice, AM-9, dz.34";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-12-08";"40411/15";"918/16";"2016-02-29";2015;12;"2015-12-01";60;"2015_12";"Zima";17,0385376;51,1078852
"24113";480;"";"";"Biskupa Nankiera Plac 4 ";"bud.szkó³ i instytucji badawczych";"umorzenie";"przebudowa";"2015-12-31";"42739/15";"919/16";"2016-02-29";2015;12;"2015-12-01";43;"2015_12";"Zima";17,0368277;51,1125514
"24114";481;"";"";"Ksiêcia Witolda 25 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego z us³ugami w parterze i gara¿em podziemnym";"nowe";"2015-11-10";"37116/15";"921/16";"2016-02-29";2015;11;"2015-11-01";80;"2015_11";"Jesieñ";17,0274388;51,1149025
"24115";482;"";"";"Kminkowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego";"nowe";"2016-01-27";"2439/16";"923/16";"2016-02-29";2016;1;"2016-01-01";24;"2016_01";"Zima";17,0009094;51,1783728
"24116";483;"";"";"Januszowicka 154 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu us³ugowym";"inst.wewnêtrzna";"2016-02-03";"3221/16";"924/16";"2016-02-29";2016;2;"2016-02-01";19;"2016_02";"Zima";17,0122124;51,082249
"24117";484;"";"";"Manganowa  10 ";"bud.szpitali i zak³.opieki medycznej";"przebudowa zak³adu us³ug medycznych-opiekuñczo-rehabilitacyjnych i edukacyjno-spo³ecznych dla dzieci";"przebudowa";"2016-02-17";"4892/16";"925/16";"2016-02-29";2016;2;"2016-02-01";9;"2016_02";"Zima";17,0018185;51,1028432
"24118";485;"";"";"Górnicza  81 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2015-12-31";"42776/15";"926/16";"2016-02-29";2015;12;"2015-12-01";43;"2015_12";"Zima";16,958733;51,13874
"24119";486;"";"";"Sêpa - Szarzyñskiego Miko³aja  30 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-02-05";"3528/16";"927/16";"2016-02-29";2016;2;"2016-02-01";17;"2016_02";"Zima";17,0518903;51,1144581
"24120";487;"";"";"Ukraiñska 7 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-01-20";"1682/16";"930/16";"2016-03-01";2016;1;"2016-01-01";30;"2016_01";"Zima";16,9627969;51,11204
"24121";488;"";"";"Ukraiñska 7 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-01-20";"1730/16";"931/16";"2016-03-01";2016;1;"2016-01-01";30;"2016_01";"Zima";16,9627969;51,11204
"24122";489;"";"";"Z³otostocka  22 ";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-01-13";"916/16";"932/16";"2016-03-01";2016;1;"2016-01-01";35;"2016_01";"Zima";17,0601059;51,078841
"24123";490;"";"";"Dmowskiego Romana 3 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie postêpowania";" ÿÿ";"2015-11-30";"39246/15";"935/16";"2016-03-01";2015;11;"2015-11-01";67;"2015_11";"Jesieñ";17,022539;51,1172374
"24124";491;"";"";"Ga³owska  Jerzmanowo,AM-21,dz.8/4";"bud.mieszkalne jednorodzinne";"umorzenie postepowania";"nowe";"2016-01-28";"2686/16";"936/16";"2016-03-01";2016;1;"2016-01-01";24;"2016_01";"Zima";17,0385376;51,1078852
"24125";492;"";"";"DŸwirzyñska  KuŸniki,AM-2,dz.15/31";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"nowe";"2015-12-30";"42626/15";"937/16";"2016-03-01";2015;12;"2015-12-01";45;"2015_12";"Zima";17,0385376;51,1078852
"24126";493;"";"";"Trzebnicka  14 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej,c.o. i c.w.u. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-02-05";"3534/16";"942/16";"2016-03-01";2016;2;"2016-02-01";18;"2016_02";"Zima";17,0359921;51,1218332
"24127";494;"";"";"Rybnicka  12 ";"bud.o trzech i wiêcej mieszkaniach";"budowa wielorodzinnego budynku z gara¿em";"nowe";"2015-06-29";"21161/15";"944/16";"2016-03-01";2015;6;"2015-06-01";177;"2015_06";"Lato";17,080792;51,0815259
"24128";495;"";"";"Kniaziewicza Karola Gen.  15 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-02-03";"3340/16";"946/16";"2016-03-01";2016;2;"2016-02-01";20;"2016_02";"Zima";17,0418377;51,1017797
"24129";496;"";"";"Orzeszkowej Elizy  63 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2016-02-09";"3845/16";"948/16";"2016-03-01";2016;2;"2016-02-01";16;"2016_02";"Zima";17,054677;51,122551
"24130";497;"";"";"Meliorancka  ";"ruroci¹gi kanalizac.sieci rozdzielczej";"budowa sieci kanalizacji sanitarnej";"nowe";"2016-01-04";"112/16";"950/16";"2016-03-02";2016;1;"2016-01-01";43;"2016_01";"Zima";17,0107884;51,1682097
"24131";498;"";"";"Grunwaldzka  21 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacjigazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-02-10";"3966/16";"951/16";"2016-03-02";2016;2;"2016-02-01";16;"2016_02";"Zima";17,0574239;51,114258
"24132";499;"";"";"Bociania 8 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-01-27";"2513/16";"952/16";"2016-03-02";2016;1;"2016-01-01";26;"2016_01";"Zima";17,0996606;51,1326084
"24133";500;"";"";"Zagony  Muchobór Wlk,AM-7,dz.11/13";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"nowe";"2015-12-18";"41712/15";"956/16";"2016-03-02";2015;12;"2015-12-01";54;"2015_12";"Zima";17,0385376;51,1078852
"24134";501;"";"";"Stab³owicka  ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2016-01-18";"1382/16";"957/16";"2016-03-02";2016;1;"2016-01-01";33;"2016_01";"Zima";16,8972618;51,1645683
"24135";502;"";"";"Pucka  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2015-12-29";"42503/15";"959/16";"2016-03-02";2015;12;"2015-12-01";47;"2015_12";"Zima";16,9428267;51,1237417
"24136";503;"";"";"Kamienna  86 ";"bud.szkó³ i instytucji badawczych";"przebudowa czêœci pomieszczeñ budynku bursy";"przebudowa";"2016-02-24";"5811/16";"960/16";"2016-03-02";2016;2;"2016-02-01";6;"2016_02";"Zima";17,0355893;51,088549
"24137";504;"";"";"Braniborska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej œredniego napiêcia";"nowe";"2016-01-04";"130/16";"962/16";"2016-03-02";2016;1;"2016-01-01";43;"2016_01";"Zima";17,0120575;51,1112624
"24138";505;"";"";"Spacerowa  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazociagu";"nowe";"2016-01-28";"2579/16";"964/16";"2016-03-02";2016;1;"2016-01-01";25;"2016_01";"Zima";17,1540222;51,1662055
"24139";506;"";"";"Jaskó³cza  35 ";"bud.mieszkalne jednorodzinne";"umarzam jako bezprzedmiotowe";"nowe";"2016-01-27";"2487/16";"965/16";"2016-03-02";2016;1;"2016-01-01";26;"2016_01";"Zima";17,0865125;51,1365048
"24140";507;"";"";"Jarociñska  Osobowice,AM-20,54/8";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"nowe";"2015-12-11";"40892/15";"967/16";"2016-03-02";2015;12;"2015-12-01";59;"2015_12";"Zima";17,0385376;51,1078852
"24141";508;"";"";"Namys³owska 8 ";"bud.biurowe";"przebudowa budynku biurowego grafit";"przebudowa";"2016-03-02";"6566/16";"969/16";"2016-03-03";2016;3;"2016-03-01";2;"2016_03";"Wiosna";17,0456219;51,126556
"24142";509;"";"";"Zegad³owicza Emila 5 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-02-15";"4607/16";"970/16";"2016-03-03";2016;2;"2016-02-01";14;"2016_02";"Zima";17,0328394;51,1270766
"24143";510;"";"";"Estoñska  27 ";"bud.niemieszkalne pozosta³e";"przebudowa dachu budynku rekreacyjnego";"przebudowa";"2016-01-08";"462/16";"971/16";"2016-03-03";2016;1;"2016-01-01";40;"2016_01";"Zima";16,9640029;51,1116309
"24144";511;"";"";"Muchoborska  14 ";"bud.biurowe";"przebudowa budynku biurowego";"przebudowa";"2016-02-25";"5870/16";"973/16";"2016-03-03";2016;2;"2016-02-01";6;"2016_02";"Zima";16,9709577;51,1090226
"24145";512;"";"";"Wyszyñskiego Stefana Kardyna³a 123 ";"bud.o trzech i wiêcej mieszkaniach";"remont lokalu mieszkalnego wra z z monta¿em wewn.inst-gazowej,c.o. i ciep³ej wody w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-01-11";"610/16";"975/16";"2016-03-03";2016;1;"2016-01-01";39;"2016_01";"Zima";17,0540038;51,1241899
"24146";513;"";"";"£ukowska  38 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-12-14";"41025/15";"976/16";"2016-03-03";2015;12;"2015-12-01";59;"2015_12";"Zima";16,9227404;51,1659595
"24147";514;"";"";"Podwale  ";"ulice i drogi pozosta³e";"przebudowa ulicy";"przebudowa";"2016-01-26";"2349/16";"977/16";"2016-03-03";2016;1;"2016-01-01";28;"2016_01";"Zima";17,0279961;51,1053007
"24148";515;"";"";"Antoniego Œw.  22 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-02-04";"3401/16";"978/16";"2016-03-03";2016;2;"2016-02-01";21;"2016_02";"Zima";17,0250761;51,1091714
"24149";516;"";"";"Koniecpolskiego Stanis³awa  ";"bud.mieszkalne jednorodzinne";"umorzenie postêpowania";"nowe";"2016-02-10";"4090/16";"979/16";"2016-03-03";2016;2;"2016-02-01";17;"2016_02";"Zima";16,8697321;51,1239804
"24150";517;"";"";"Jednoœci Narodowej  61 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2016-02-05";"3575/16";"980/16";"2016-03-03";2016;2;"2016-02-01";20;"2016_02";"Zima";17,0401409;51,120022
"24151";518;"";"";"Nowodworska 91A ";"bud.szpitali i zak³.opieki medycznej";"przebudowa gabinetów lekarskich w budynku przychodni";"przebudowa";"2016-02-02";"3207/16";"981/16";"2016-03-03";2016;2;"2016-02-01";23;"2016_02";"Zima";16,953817;51,117197
"24152";519;"";"";"¯ernicka 210 ";"bud.handlowo-uslugowe";"budowa budynku handlowo-us³ugowego";"nowe";"2015-06-23";"20348/15";"982/16";"2016-03-03";2015;6;"2015-06-01";183;"2015_06";"Lato";16,9251847;51,1230224
"24153";520;"";"";"Zduñsk a7 ";"bud.kultu religijnego i czynnoœci religijnych";"remont wieŸby dachowej wraz z wymian¹ pokrycia dachowego oraz remont z kolorystyk¹ elewacji koœcio³a";"remont";"2016-01-29";"2875/16";"985/16";"2016-03-03";2016;1;"2016-01-01";25;"2016_01";"Zima";17,01639;51,1786704
"24154";521;"";"";"Bia³owieska 74A ";"bud.szpitali i zak³.opieki medycznej";"przebudowa i rozbudowa budynku centrum neuropsychiatri";"rozbudowa";"2016-02-05";"3693/16";"990/16";"2016-03-04";2016;2;"2016-02-01";21;"2016_02";"Zima";16,9912964;51,1259447
"24155";522;"";"";"Zapolskiej Gabrieli 1 ";"bud.biurowe";"przebudowa otworów okiennych elewacji po³udniowej";"przebudowa";"2015-12-30";"42648/15";"992/16";"2016-03-04";2015;12;"2015-12-01";48;"2015_12";"Zima";17,0265035;51,1015536
"24156";523;"";"";"Grabiszyñska  27 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa balkonów w budynku wielorodzinnym";"przebudowa";"2016-02-03";"3315/16";"993/16";"2016-03-04";2016;2;"2016-02-01";23;"2016_02";"Zima";17,0186783;51,1038619
"24157";524;"";"";"Zapolskiej Gabrieli 1 ";"bud.biurowe";"przebudowa otworów okiennych elewacji wschodniej i pó³nocnej w parterze budynku na witryny z drzwiami,wym.stolarki okiennej";"przebudowa";"2015-12-30";"42649/15";"995/16";"2016-03-04";2015;12;"2015-12-01";48;"2015_12";"Zima";17,0265035;51,1015536
"24158";525;"";"";"Sudecka 143B ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku jednorodzinnego";"przebudowa";"2015-11-18";"38059/15";"996/16";"2016-03-04";2015;11;"2015-11-01";78;"2015_11";"Jesieñ";17,016194;51,081418
"24159";526;"";"";"Gagarina Jurija,Muchobór Wlk,AM-17,dz.13  ";"bud.handlowo-uslugowe";"budowa budynku us³ugowego";"nowe";"2016-01-22";"2040/16";"997/16";"2016-03-04";2016;1;"2016-01-01";31;"2016_01";"Zima";17,0385376;51,1078852
"24160";527;"";"";"Myœliwska 4 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2016-01-29";"2730/16";"999/16";"2016-03-04";2016;1;"2016-01-01";26;"2016_01";"Zima";17,037354;51,1209889
"24161";528;"";"";"W¹sowicza Józefa  20 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-02-10";"4070/16";"1000/16";"2016-03-04";2016;2;"2016-02-01";18;"2016_02";"Zima";16,8748665;51,1613998
"24162";529;"";"";"Sztabowa  85 ";"bud.o trzech i wiêcej mieszkaniach";"remont i przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2016-01-22";"2059/16";"1001/16";"2016-03-04";2016;1;"2016-01-01";31;"2016_01";"Zima";17,015895;51,087646
"24163";530;"";"";"Spó³dzielcza  40 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazu c.o.,wody zimnej i wody ciep³ej w lokalu mieszkalnym";"remont";"2016-01-22";"1961/16";"1002/16";"2016-03-04";2016;1;"2016-01-01";31;"2016_01";"Zima";17,10311;51,103003
"24164";531;"";"";"Hallera Józefa Gen. Aleja 3 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-02-03";"3339/16";"1003/16";"2016-03-04";2016;2;"2016-02-01";23;"2016_02";"Zima";17,0114598;51,0868567
"24165";532;"";"";"Rynek  50 ";"bud.handlowo-uslugowe";"przebudowa budynku us³ugowo-mieszkalnego";"przebudowa";"2015-12-03";"39868/15";"1005/16";"2016-03-04";2015;12;"2015-12-01";67;"2015_12";"Zima";17,0323357;51,1108322
"24166";533;"";"";"Asnyka Adama  14";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2016-02-05";"3677/16";"1006/16";"2016-03-04";2016;2;"2016-02-01";21;"2016_02";"Zima";17,0525801;51,1391651
"24167";534;"";"";"Traugutta Romualda Gen.  69 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-02-03";"3262/16";"1008/16";"2016-03-04";2016;2;"2016-02-01";23;"2016_02";"Zima";17,0501648;51,1030492
"24168";535;"";"";"Czajkowskiego Piotra  30";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-02-03";"3232/16";"1009/16";"2016-03-04";2016;2;"2016-02-01";23;"2016_02";"Zima";17,066547;51,1384834
"24169";536;"";"";"Kamieñskiego Henryka Micha³a 266 ";"bud.mieszkalne jednorodzinne";"budowa jednorodzinnego budynku w zabudowie szeregowej";"nowe";"2016-02-04";"3469/16";"1012/16";"2016-03-07";2016;2;"2016-02-01";23;"2016_02";"Zima";17,0451916;51,1630208
"24170";537;"";"";"Poziomkowa  52 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazowej w budynku mieszkalnym jednorodzinnym";"inst.wewnêtrzna";"2016-02-05";"3591/16";"1013/16";"2016-03-07";2016;2;"2016-02-01";22;"2016_02";"Zima";17,0134256;51,0638453
"24171";538;"";"";"Wys³oucha Seweryna 1B ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-12-17";"41413/15";"1014/16";"2016-03-07";2015;12;"2015-12-01";58;"2015_12";"Zima";16,9738095;51,074886
"24172";539;"";"";"Wyszyñskiego Stefana Kardyna³a 100 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-01-15";"1202/16";"1016/16";"2016-03-07";2016;1;"2016-01-01";37;"2016_01";"Zima";17,0524721;51,1229476
"24173";540;"";"";"Fabryczna  ";"bud.biurowe";"odmowa";"nowe";"2015-12-23";"42112/15";"1021/16";"2016-03-07";2015;12;"2015-12-01";54;"2015_12";"Zima";16,9285705;51,120355
"24174";541;"";"";"Saperów  17 ";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnêtrznej instalacji gazu i c.o.w lokalu";"inst.wewnêtrzna";"2016-01-19";"1473/16";"1024/16";"2016-03-07";2016;1;"2016-01-01";35;"2016_01";"Zima";17,001022;51,086256
"24175";542;"";"";"Wys³oucha Seweryna 1A ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-12-17";"41398/15";"1026/16";"2016-03-07";2015;12;"2015-12-01";58;"2015_12";"Zima";16,9738095;51,074886
"24176";543;"";"";"Sadownicza  31 ";"bud.handlowo-uslugowe";"odmowa";"przebudowa";"2016-02-02";"3130/16";"1027/16";"2016-03-07";2016;2;"2016-02-01";25;"2016_02";"Zima";16,934779;51,1506434
"24177";544;"";"";"Skwierzyñska  20 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-01-07";"339/16";"1028/16";"2016-03-07";2016;1;"2016-01-01";43;"2016_01";"Zima";17,0174649;51,0997429
"24178";545;"";"";"Bora-Komorowskiego T. Gen 6 ";"zbiorniki,silosy i bud.magazynowe";"budowa hal produkcyjnych";"nowe";"2015-11-16";"37649/15";"1029/16";"2016-03-07";2015;11;"2015-11-01";81;"2015_11";"Jesieñ";17,1193473;51,1569159
"24179";546;"";"";"Stalowa  85 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-01-18";"1330/16";"1030/16";"2016-03-07";2016;1;"2016-01-01";36;"2016_01";"Zima";16,999997;51,1021859
"24180";547;"";"";"Saperów  21 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa gara¿u na lokal  us³ugowy";"przebudowa";"2015-12-23";"42081/15";"1031/16";"2016-03-07";2015;12;"2015-12-01";54;"2015_12";"Zima";17,0004539;51,0864339
"24181";548;"";"";"Hubska  Po³udnie,AM-28,dz.87/3";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-02-18";"4963/16";"1032/16";"2016-03-07";2016;2;"2016-02-01";13;"2016_02";"Zima";17,0385376;51,1078852
"24182";549;"";"";"Deszczowa  40 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-07-27";"24811/15";"1033/16";"2016-03-08";2015;7;"2015-07-01";162;"2015_07";"Lato";17,0008081;51,0745832
"24183";550;"";"";"Asnyka Adama  19 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania i monta¿ wewnêtrznej instalacji gazu";"remont";"2016-02-12";"4319/16";"1035/16";"2016-03-08";2016;2;"2016-02-01";18;"2016_02";"Zima";17,0531505;51,1401194
"24184";551;"";"";"Magellana Ferdynanda  ";"bud.przemys³owe";"przebudowa nieczynnego komina przemys³owego";"przebudowa";"2015-12-23";"42162/15";"1036/16";"2016-03-08";2015;12;"2015-12-01";55;"2015_12";"Zima";17,1216276;51,1116821
"24185";552;"";"";"Solskiego Ludwika  19 ";"bud.mieszkalne jednorodzinne";"monta¿ instalacji gazowej w budynku mieszkalnym";"inst.wewnêtrzna";"2016-01-04";"16-wrz";"1037/16";"2016-03-08";2016;1;"2016-01-01";47;"2016_01";"Zima";16,9662613;51,0794053
"24186";553;"";"";"Brochów,AM-21,dz.36/2,37/2,38/5";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"nowe";"2015-07-28";"24979/15";"1039/16";"2016-03-08";2015;7;"2015-07-01";161;"2015_07";"Lato";17,0385376;51,1078852
"24187";554;"";"";"Koœnego Augustyna  25 ";"bud.mieszkalne jednorodzinne";"budowa instalacji gazowej";"przy³¹cze";"2016-01-18";"1388/16";"1040/16";"2016-03-08";2016;1;"2016-01-01";37;"2016_01";"Zima";16,8638145;51,1239264
"24188";555;"";"";"Wyk³adowa  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa sieci wodoci¹gowej i kanalizacji sanitarnej w ulicy";"nowe";"2016-01-11";"674/16";"1041/16";"2016-03-08";2016;1;"2016-01-01";42;"2016_01";"Zima";17,1528639;51,1002695
"24189";556;"";"";"Bacciarellego Marcelego  11 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2016-02-08";"3740/16";"1043/16";"2016-03-08";2016;2;"2016-02-01";22;"2016_02";"Zima";17,1110432;51,1051466
